proteinA_entrezid,proteinB_entrezid,databases
6175,6176,HINT-binary|inweb|CoFrac
10576,64223,qubic|bioplex|HIPPIE
1230,6354,innatedb|HIPPIE|HINT-binary|inweb|HINT-complex
6868,284382,signalink
6198,6794,APID|intact|signalink|HIPPIE
2011,10087,bioplex|HIPPIE
929,7097,instruct|innatedb|APID|HIPPIE|HINT-binary|intact|litbm17|inweb
5728,7332,inweb
358,408263,intact|hiunion
81850,83900,hiunion
408,728,inweb
4988,154467,hiunion
673,7187,inweb
10898,55339,interactome3d|instruct|HIPPIE|HINT-binary|bioplex
50943,64375,APID|litbm17|biogrid|inweb
3662,554226,encode
2289,3326,HINT-binary|inweb|HIPPIE
1958,3185,encode
3304,4217,inweb|HIPPIE
4758,7098,innatedb
3014,6187,bioplex|HIPPIE
1488,5455,encode
821,64750,instruct|APID|biogrid|mint|intact|pina
8677,10161,bioplex|HIPPIE
8367,10943,HIPPIE
23531,200894,intact|hiunion
25,9820,APID|intact|instruct
4609,7480,signalink
653,23078,bioplex
3726,27436,signalink
8934,22954,intact|hiunion
54059,390916,bioplex
8689,51350,hiunion
43,11016,pina|APID|intact
2100,4436,inweb|HIPPIE|HINT-complex
4609,54828,encode
351,26017,innatedb|HIPPIE|HINT-complex
7514,285429,signalink
10664,115209,encode
472,2624,signalink
8241,10432,biogrid
8820,83606,hiunion
6005,200232,intact|hiunion
1025,4760,KinomeNetX
8658,84464,qubic
367,5469,inweb|signalink|HIPPIE
7097,64581,innatedb|inweb
4093,23086,instruct|APID|biogrid|mint|intact|pina
1997,6141,encode
11144,23410,bioplex|HIPPIE
11146,51514,bioplex
8725,55703,HIPPIE|HINT-complex
4792,5683,inweb
5347,5888,PhosphoSP|KinomeNetX
9047,55603,instruct|APID|biogrid|HINT-binary|intact|litbm17
847,3728,qubic
2139,2771,APID|biogrid|HIPPIE|litbm17|inweb|pina
821,55166,intact
7416,10269,CoFrac
337968,353132,hiunion
302,3480,PhosphoSP
57805,220134,qubic
9414,728378,qubic
23347,57222,qubic
10056,55031,bioplex
6804,441376,intact|hiunion
10664,340198,encode
846,7415,inweb
5829,84069,hiunion
387,4983,inweb|HIPPIE
5610,9576,signalink
8780,9777,qubic
4841,100132979,intact
4233,9576,signalink
3764,254827,bioplex|HIPPIE
5411,11315,APID|intact
7101,92140,bioplex|HIPPIE
6925,7746,encode
23582,64781,bioplex|HIPPIE
1051,84612,encode
5817,493856,bioplex
2533,3841,signalink
834,5298,bioplex|HIPPIE
613,3717,HIPPIE
3265,9576,signalink
51297,199990,hiunion
7584,143884,intact|hiunion
3064,80254,pina|APID|intact
7412,10627,APID|intact
3837,11097,qubic|inweb
54865,147872,instruct|hiunion|APID|biogrid|HINT-binary|intact
5201,9742,instruct|APID|biogrid|mint|intact|pina
11009,55294,instruct|APID|biogrid|HINT-binary|intact|mint
861,8841,inweb|HIPPIE|HINT-complex
4998,8318,instruct|APID|biogrid|inweb|pina
50,351,innatedb
2925,9578,bioplex
2882,144717,bioplex
1499,8924,HIPPIE|HINT-complex
7525,8175,hiunion
55930,165545,bioplex
2810,9734,inweb
7514,10025,signalink
8795,116254,bioplex|HIPPIE
104,6942,qubic
2113,10084,signalink
2796,3309,bioplex
217,84966,instruct|APID|biogrid|HINT-binary|intact|pina
23512,167826,encode
5027,55655,innatedb
605,5977,bioplex|HIPPIE
369,445,APID|intact|biogrid|HIPPIE
367,8816,signalink
79005,79899,intact
7316,10241,interactome3d|instruct|hiunion|innatedb|APID|biogrid|HINT-binary|intact|litbm17|inweb|HINT-complex
1473,1520,inweb
6272,10200,qubic
3727,145553,encode
3507,5309,innatedb
54534,115416,bioplex
1800,23397,bioplex
1649,2811,APID|biogrid|instruct
5476,6097,bioplex
208,27429,PhosphoSP|KinomeNetX
7341,391257,instruct|APID|biogrid|HINT-binary|intact
56605,253012,bioplex|HIPPIE
7157,8794,inweb
1387,22848,signalink
6773,7706,encode
10120,10576,qubic|bioplex|HIPPIE
10694,93436,qubic
10059,11315,APID|intact
2005,4957,encode
7846,9793,inweb
5469,9967,pina
3932,27240,inweb
3192,6573,qubic
6668,10574,encode
268,7421,signalink
23043,118426,intact
3053,51548,encode
11343,345275,hiunion
3993,64062,qubic
2921,4321,innatedb
6496,51053,inweb
5058,5318,signalink
960,2335,inweb
378950,378951,intact|hiunion
55584,493856,bioplex|HIPPIE
801,4843,innatedb|HIPPIE|biogrid
51496,54620,qubic
873,29100,qubic
1108,147807,bioplex|HIPPIE
7514,8125,inweb
1813,79957,mint|intact
26952,337879,intact|hiunion
4192,10103,pina|APID
28957,64965,CoFrac
9778,79707,bioplex
2245,2245,qubic
1942,2113,signalink
7328,10059,pina|APID|intact|instruct
3984,9258,APID|intact
7321,10612,intact|inweb|hiunion
5175,7525,inweb
6637,9343,bioplex
10620,79923,inweb
2683,7597,qubic
2113,3064,signalink
90203,146956,bioplex
58484,147945,innatedb|inweb
7412,54205,APID|intact
810,85458,qubic
3689,101060226,hiunion
4778,253725,encode
87,800,CoFrac
54865,84294,bioplex
3178,65109,inweb
678,79677,qubic
3727,4221,interactome3d|instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|pina|HINT-complex
1997,92799,encode
9463,494119,intact|hiunion
8812,30008,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
5213,5213,interactome3d|instruct|hiunion|APID|biogrid|HINT-binary|intact
8655,23189,qubic
1387,7080,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb
11178,53347,intact|hiunion
944,5771,bioplex
905,55515,encode
1974,1982,inweb|HIPPIE
10036,253639,intact|hiunion
3009,9120,intact
2022,3624,HIPPIE
3326,55213,pina|APID|intact|instruct
3091,7818,pina
30849,50855,qubic
283948,337959,intact|hiunion
5894,7316,inweb
2547,3014,inweb|bioplex|HIPPIE|HINT-complex
6647,7415,APID|intact
10477,50943,signalink
7164,7534,APID|mint|intact|litbm17|inweb|pina
7520,10432,inweb
8411,64122,qubic
322,2064,instruct|APID|mint|intact|pina
23641,162239,intact|hiunion
4152,6045,inweb
10213,29086,inweb
147700,147700,instruct|hiunion|qubic|APID|biogrid|HINT-binary|intact
4193,57805,HIPPIE
8760,10488,APID|biogrid|instruct|hiunion
2130,84458,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
90993,144110,intact|hiunion
3593,149233,interactome3d|instruct|innatedb|HINT-binary|inweb
1759,8243,intact
2113,8737,signalink
8089,8089,HINT-binary|interactome3d|qubic|instruct
3164,4790,APID|intact|biogrid|instruct
7332,196403,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|pina
9775,55660,CoFrac
60468,60468,interactome3d
23770,51614,intact|hiunion
8879,23253,bioplex|HIPPIE
56997,57017,intact|inweb|hiunion
80011,91608,bioplex
896,1020,hiunion|HIPPIE|intact|inweb|bioplex
10079,10763,qubic
658,3836,signalink
1820,138715,bioplex
23517,55844,bioplex|HIPPIE|HINT-complex
93621,114932,instruct|hiunion|APID|biogrid|HINT-binary|intact
2959,9013,encode
5080,6908,HIPPIE
3914,81855,qubic
794,1716,bioplex|HIPPIE
3417,63979,APID|biogrid
6804,170082,hiunion
23607,50807,intact
773,57467,instruct|APID|biogrid|intact|pina
355,55183,APID|intact|instruct
4650,23420,intact
5604,219681,signalink
6722,6790,encode
9879,84318,intact
2274,22827,pina|APID|intact|biogrid
56658,387032,instruct|hiunion|APID|biogrid|HINT-binary|intact
5885,164592,encode
5578,81704,PhosphoSP
3872,23043,signalink
3866,23641,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
2744,6640,APID|litbm17|biogrid|inweb
5318,202243,intact|hiunion
351,5717,innatedb
9926,130574,bioplex|HIPPIE
6667,79682,encode
4856,440023,intact|hiunion
84707,84807,intact|hiunion
5935,202559,instruct|hiunion|APID|biogrid|HINT-binary|intact
10394,57544,bioplex
4249,64116,bioplex
3921,6193,HINT-binary|CoFrac
6468,10694,bioplex|HIPPIE|HINT-complex
151648,221443,qubic
6777,55683,qubic
6938,106479563,encode
10127,259283,encode
521,7564,pina|APID|intact|inweb
23347,54552,intact
10363,11224,qubic
2332,58533,intact
90060,729967,bioplex
650,25852,signalink
695,51311,instruct|innatedb|APID|biogrid|HINT-binary|pina
1460,51710,pina|APID|intact|instruct
5591,84140,intact
2931,23683,HIPPIE
5531,81037,qubic
9638,26064,APID|biogrid|litbm17|inweb|pina
747,7851,intact|hiunion
2624,7022,encode
923,3958,APID|mint|intact|litbm17|inweb
5451,7124,inweb
5036,7013,instruct|APID|biogrid|HINT-binary|intact
1432,8550,PhosphoSP|instruct|innatedb|APID|signalink|biogrid|HIPPIE|KinomeNetX|HINT-binary|intact|inweb
2011,6118,biogrid
2624,4163,signalink
4736,6122,HINT-binary|CoFrac
4914,5770,innatedb
10152,65059,bioplex
6647,7184,APID|intact
79607,155061,instruct|APID|biogrid|mint|intact|pina
3364,10092,bioplex
7920,54838,intact|hiunion
2104,171482,intact|hiunion
1997,55850,encode
7555,10940,bioplex
7373,10647,bioplex
9657,10383,inweb
6790,51053,PhosphoSP|inweb
2253,84311,bioplex
1540,9641,innatedb|HIPPIE|HINT-binary|inweb|HINT-complex
10677,79726,bioplex
169026,285613,intact|hiunion
657,145407,bioplex
27229,145508,qubic
5008,55322,bioplex|HIPPIE
29088,90480,interactome3d
6602,29117,inweb|bioplex|HIPPIE|HINT-complex
8439,8439,qubic
5498,5498,interactome3d|HIPPIE
9694,55794,qubic
960,51474,qubic
92,406886,signalink
51474,728378,qubic
4193,6732,KinomeNetX
2959,26801,encode
2033,8900,innatedb
10142,81565,biogrid
337967,388818,intact|hiunion
7051,114897,hiunion
23028,147872,instruct|APID|biogrid|mint|intact
9569,26092,qubic
337880,353132,intact|hiunion
1192,3169,encode
84456,391257,instruct|APID|biogrid|HINT-binary|intact
8115,10241,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|mint
6502,22847,bioplex
3198,79868,instruct|hiunion|APID|biogrid|HINT-binary
51023,54998,bioplex|HIPPIE|HINT-complex
9217,158219,intact|bioplex|HIPPIE|hiunion
5876,54584,bioplex|HIPPIE
410,84528,intact|hiunion
154,1080,innatedb
22995,117178,qubic
6494,728378,qubic
7187,10120,signalink
10207,50855,inweb
90441,222389,hiunion
7917,27043,instruct|APID|biogrid|HINT-binary|intact
2335,4134,instruct|APID|intact|litbm17|pina
10202,54620,intact
1399,2033,encode|signalink
6137,6194,HINT-binary|HIPPIE|CoFrac
367,2898,signalink
1827,55133,bioplex
5598,63940,APID|biogrid|instruct|hiunion
2050,22953,bioplex
4189,54682,bioplex
5245,55827,intact
27338,57689,bioplex
1499,6469,signalink
1612,55023,signalink
6132,6731,qubic
3198,125115,instruct|hiunion|APID|biogrid|HINT-binary|intact
5245,51501,bioplex
4303,5156,innatedb
55216,55425,bioplex
4591,6133,instruct|hiunion|APID|biogrid|HINT-binary|intact
3178,3396,HIPPIE
356,2268,inweb
7534,22841,qubic
84866,170384,bioplex|HIPPIE
8345,10855,intact
841,27076,instruct|APID|biogrid|HINT-binary|intact|mint
51175,79711,qubic
11315,51366,qubic
1385,26036,instruct|APID|biogrid|HINT-binary|intact
5376,11056,instruct|APID|biogrid|HINT-binary|intact
3267,8803,CoFrac
278,10521,bioplex
23400,84868,bioplex
6597,677805,encode
22976,219402,APID|biogrid
3872,7253,signalink
2064,63978,instruct|APID|biogrid|HINT-binary|intact|mint
7174,7316,inweb
3479,7018,inweb
3159,51684,pina|APID|HIPPIE
3796,7257,qubic|inweb|bioplex|HIPPIE
6146,6218,CoFrac
10611,22863,bioplex
9875,10342,qubic
5970,6772,innatedb|APID|intact|HIPPIE
2885,554313,HIPPIE
5754,10106,mint|APID|intact|biogrid
6117,8900,HINT-binary|inweb|HIPPIE
8618,55138,hiunion
9562,54332,bioplex
5925,8106,pina|APID|intact
1738,5757,APID|intact
3586,406885,innatedb
10513,50808,instruct|hiunion|APID|biogrid|HINT-binary|intact
6927,10110,innatedb
90196,115653,intact|hiunion
6733,64434,intact|hiunion
4792,11187,signalink
932,7542,intact|hiunion
7508,8350,bioplex|HIPPIE
4312,6354,HIPPIE
112,11041,bioplex
7584,123722,intact|hiunion
6925,196513,encode
22836,22836,instruct|APID|biogrid|HIPPIE|litbm17|HINT-complex
6845,22933,bioplex|HIPPIE
373,7334,HIPPIE
65062,255043,intact|hiunion
5588,22927,innatedb|PhosphoSP|KinomeNetX
3727,4752,signalink
1879,219931,encode
9147,55142,qubic
2033,25855,inweb
3854,390792,intact|hiunion
1743,5878,APID|intact
1677,131578,bioplex
1642,2033,inweb|HIPPIE|HINT-complex
26121,142685,intact|hiunion
54971,57659,hiunion
648,284695,innatedb
1627,4645,qubic
23223,23378,bioplex
3885,9099,intact
91647,728489,bioplex
1876,140545,encode
6811,55014,inweb
5518,23141,qubic|HIPPIE|HINT-binary|inweb|HINT-complex
9659,127795,bioplex
131,5297,bioplex
826,831,HIPPIE
857,5770,HINT-binary|inweb|HIPPIE
2264,84125,bioplex
23492,54880,qubic|bioplex|HIPPIE
2801,84612,instruct|hiunion|APID|biogrid|HINT-binary|intact
80195,390212,intact|hiunion
4627,84168,qubic
55679,120892,APID|intact
5150,50717,bioplex
55501,84569,bioplex
4191,7453,instruct|APID|biogrid|HINT-binary|intact|pina
6427,9295,APID|biogrid|inweb
8829,54793,bioplex
1355,5216,APID|intact
1339,25913,instruct|APID|biogrid|HINT-binary|intact|pina
3654,23118,innatedb|signalink|HIPPIE|HINT-binary|inweb|HINT-complex
650,117166,APID|mint|intact|inweb|pina
367,23603,signalink
2623,3600,signalink
90139,128486,bioplex
51400,55844,bioplex|inweb|HINT-complex
5885,64978,encode
26525,387032,intact|hiunion
10971,26064,HINT-binary|HIPPIE
10746,57154,HINT-binary|inweb
10623,11275,intact|hiunion
821,8266,pina
2720,5329,bioplex
9466,56255,bioplex
55333,116151,intact|hiunion
652,1958,innatedb
27185,81846,intact
6294,7157,inweb
6426,6634,qubic
988,51362,interactome3d
3416,27283,bioplex
5442,197257,qubic
4436,4801,encode
5062,10188,inweb
7454,55971,inweb
6209,6217,HINT-binary|CoFrac
6602,284325,hiunion
663,115817,intact|hiunion
9463,63898,intact|hiunion
5493,79654,intact|hiunion
5914,22954,inweb
5204,10197,instruct|hiunion|APID|biogrid|HINT-binary|intact
9130,30836,intact
10383,10844,inweb
2113,10120,signalink
249,1915,APID|litbm17|biogrid|inweb
2908,23426,pina|inweb|HIPPIE|HINT-complex
166,10551,intact|hiunion
3447,3452,bioplex
6256,8805,inweb|HINT-complex
7415,10277,HINT-binary|bioplex|inweb|HINT-complex
6925,55552,encode
2859,90522,mint|intact
27252,84861,bioplex
7528,8841,inweb|HIPPIE|HINT-complex
86,8110,bioplex|HIPPIE|HINT-complex
1667,80781,bioplex
8328,9659,pina|APID|biogrid|instruct
2017,10094,inweb
5295,25989,signalink
3200,25913,instruct|APID|biogrid|HINT-binary|intact|pina
1052,23512,innatedb
10236,23243,APID|intact|instruct
7629,653140,intact|hiunion
55223,55223,intact|hiunion
574,3725,encode
54535,256369,hiunion
1946,11112,intact|hiunion
2647,23557,instruct|hiunion|APID|biogrid|HINT-binary|intact|litbm17|inweb|pina
5494,5594,inweb
472,1453,inweb
4609,5589,signalink
142,7157,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|HINT-complex
7186,27125,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
7316,10282,inweb
1213,4646,qubic|inweb|HIPPIE|HINT-complex
64776,146325,hiunion
4087,406883,signalink
5359,7408,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
11269,57409,instruct|hiunion|APID|biogrid|HINT-binary|intact
4790,257144,encode
60491,338599,intact|hiunion
28998,57129,inweb|bioplex|HIPPIE
909,28755,interactome3d
931,3932,inweb
83443,389203,CoFrac
2959,8349,encode
7322,84675,instruct|APID|biogrid|HINT-binary|intact|pina
1639,22919,interactome3d|instruct|APID|HINT-binary|intact|insider|inweb
4194,10311,intact|hiunion
246100,254187,intact|hiunion
7545,375791,intact|hiunion
56913,162427,hiunion
1385,8365,innatedb
6596,6670,inweb
162,343930,hiunion
56673,150572,instruct|APID|biogrid|mint|intact|pina
3192,6146,HINT-binary|qubic|HIPPIE
6780,6780,interactome3d|instruct|innatedb|HIPPIE|HINT-complex
4800,23019,encode
506,7273,intact
1837,10363,APID|bioplex|biogrid|HIPPIE
1398,57187,pina|APID|intact|instruct
9603,55294,inweb
672,7288,APID|litbm17|biogrid
79586,118460,pina|APID|biogrid|instruct
92,655,inweb|HINT-complex
10121,10575,qubic
1969,23633,signalink
64327,353174,bioplex|HIPPIE
9454,55138,intact|hiunion
3104,116412,intact|hiunion
7316,400961,inweb
867,9212,KinomeNetX
7391,83475,encode
6938,54955,instruct|hiunion|APID|biogrid|HINT-binary|intact
2639,2639,interactome3d
10111,11073,inweb
1399,8471,signalink|inweb
7818,64960,bioplex
8208,8368,HIPPIE
836,1822,inweb
2872,9958,qubic
6351,203562,hiunion
816,51367,instruct|hiunion|APID|biogrid|HINT-binary|intact
128866,728378,qubic
54101,55662,innatedb|bioplex|HIPPIE|HINT-complex
2100,2976,HIPPIE
5501,29896,APID|biogrid
8087,57187,qubic
6497,6790,PhosphoSP
2932,9343,instruct|APID|biogrid|mint|intact|pina
1017,4008,qubic
7532,25913,instruct|APID|biogrid|HINT-binary|intact|pina
613,998,inweb
25,27120,pina|APID|intact|instruct
84707,256369,intact|hiunion
4591,4899,encode
695,23398,signalink
6613,9533,inweb
367,5928,signalink
5690,23198,bioplex
10179,124245,HINT-binary|bioplex|qubic|HIPPIE
8367,25942,encode
3239,23512,encode
23097,219541,inweb|bioplex|HIPPIE|HINT-complex
29127,55920,qubic|inweb
1879,4689,encode
10615,54785,bioplex|HIPPIE
6428,22938,inweb
7323,81603,instruct|APID|biogrid|HINT-binary|intact|pina
1613,64769,bioplex
51362,55696,interactome3d
7533,10929,qubic
9662,10464,instruct|qubic|APID|biogrid|HIPPIE|HINT-binary|intact
3192,51642,CoFrac
2005,286016,encode
129807,353332,hiunion
51102,51102,interactome3d|insider|instruct
26232,91653,bioplex
10868,253639,hiunion
2332,8496,intact
3845,7384,instruct|APID|biogrid|HINT-binary|intact|mint
2185,7041,PhosphoSP|instruct|APID|biogrid|HIPPIE|KinomeNetX|HINT-binary|litbm17|inweb|pina|HINT-complex
4223,386683,hiunion
9765,25930,qubic|interactome3d|instruct
2537,10664,encode
7205,116442,bioplex
8553,54957,instruct|hiunion|APID|biogrid|HINT-binary|intact
2125,7257,qubic
10197,54799,bioplex|HIPPIE
3430,9265,hiunion
1052,55509,instruct|APID|HINT-binary|intact|inweb
5689,7316,inweb|HINT-complex
2867,64755,intact|hiunion
8419,29946,intact|hiunion
5774,7534,HIPPIE|HINT-complex
5576,8852,pina|inweb
10694,25886,bioplex|HIPPIE
9819,29959,APID|biogrid
23450,55644,instruct|APID|biogrid|mint|intact|pina
808,1457,HINT-binary|PhosphoSP|HIPPIE
79612,80218,qubic
55850,129450,bioplex|HIPPIE
8602,23014,qubic
4794,8517,inweb
23493,83896,intact|hiunion
4643,26030,qubic
6804,391257,intact|biogrid
2040,6513,inweb
52,55052,instruct|APID|biogrid|HINT-binary|intact|pina
9686,79705,APID|intact|HIPPIE
28977,51335,bioplex
3240,11269,bioplex|HIPPIE
10250,51585,inweb
50488,51368,bioplex|HIPPIE
5978,646658,encode
1829,51026,qubic
25871,80223,qubic
1616,6548,APID|litbm17|biogrid|inweb
2260,5891,KinomeNetX
2873,51185,HIPPIE
3329,64064,bioplex
337967,353332,intact|hiunion
6097,50943,inweb
93621,375341,instruct|hiunion|APID|biogrid|HINT-binary|intact
1026,84942,instruct|APID|biogrid|mint|intact|pina
4004,118472,hiunion
6872,54797,encode
4103,7381,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|bioplex
3799,7532,HINT-binary|HIPPIE
23020,24148,instruct|APID|biogrid|HINT-binary|litbm17|inweb|pina|CoFrac|HINT-complex
658,4088,KinomeNetX
10469,24148,pina|APID|biogrid|inweb
1356,81609,bioplex
2150,84263,bioplex
2548,51809,bioplex
3065,8968,inweb|HIPPIE|HINT-complex
5976,55737,HINT-binary|HIPPIE|CoFrac
4170,5599,innatedb|PhosphoSP|KinomeNetX
7415,11152,signalink
7266,11080,qubic
389,5476,bioplex
6999,84708,intact|hiunion
5553,57190,bioplex|HIPPIE
5458,344022,intact|hiunion
2048,4301,APID|biogrid|mint|intact|inweb
816,64118,hiunion
7168,8218,qubic
3418,4085,qubic
1495,5784,inweb
1956,6622,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17
9378,23400,pina|APID|biogrid
6477,7846,pina|HIPPIE
4004,23368,intact|hiunion
2004,51297,intact|hiunion
7528,9759,inweb|HIPPIE|HINT-complex
5354,6567,hiunion
3799,8878,qubic
2317,27129,bioplex
64601,150962,hiunion
60672,375791,intact|hiunion
5886,9802,intact|hiunion
960,7097,innatedb
196,6878,inweb
25,11187,signalink
8559,64927,hiunion
8785,26276,bioplex
55004,58528,HINT-binary|inweb|HIPPIE|HINT-complex
891,1163,qubic|bioplex|inweb|HINT-complex
1355,9221,APID|intact
10664,51239,encode
2647,282991,instruct|APID|biogrid|HINT-binary|intact|litbm17|inweb|pina
7311,7311,interactome3d|instruct|HIPPIE|HINT-binary|insider
862,3836,inweb|HIPPIE
5896,7322,inweb|HIPPIE|HINT-complex
367,6929,innatedb
3455,7297,signalink|inweb
4223,57621,hiunion
6790,10807,bioplex|HIPPIE
11346,22919,qubic
240,240,HINT-binary|instruct
373,55093,intact|hiunion
7411,84993,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|bioplex
898,1018,bioplex|HIPPIE
4176,6117,instruct|APID|biogrid|inweb|pina
