geneid,disease_name,diseaseid,score,evidence_level
672,malignant neoplasm of bladder,C0005684,0.7,
100507436,liver cell carcinoma,C2239176,0.7,
7067,renal cell carcinoma,C0007134,0.7,
10643,liver cell carcinoma,C2239176,0.7,
113130,liver cell carcinoma,C2239176,0.7,
2081,liver cell carcinoma,C2239176,0.7,
2638,liver cell carcinoma,C2239176,0.7,
4615,liver cell carcinoma,C2239176,0.7,
8000,malignant neoplasm of bladder,C0005684,0.7,
6928,renal cell carcinoma,C0007134,0.7,
3566,renal cell carcinoma,C0007134,0.7,
675,carcinoma of endometrium,C0476089,0.7,
1634,liver cell carcinoma,C2239176,0.7,
4361,"cancer, ovarian",C1140680,0.7,
6580,liver cell carcinoma,C2239176,0.7,
4085,liver cell carcinoma,C2239176,0.7,
6721,liver cell carcinoma,C2239176,0.7,
5156,"cancer, ovarian",C1140680,0.7,
4751,liver cell carcinoma,C2239176,0.7,
2691,renal cell carcinoma,C0007134,0.7,
3728,renal cell carcinoma,C0007134,0.7,
345,liver cell carcinoma,C2239176,0.7,
23451,liver cell carcinoma,C2239176,0.7,
60529,liver cell carcinoma,C2239176,0.7,
6514,liver cell carcinoma,C2239176,0.7,
6635,liver cell carcinoma,C2239176,0.7,
701,liver cell carcinoma,C2239176,0.7,
4978,"cancer, ovarian",C1140680,0.7,
6427,liver cell carcinoma,C2239176,0.7,
2950,"cancer, ovarian",C1140680,0.7,
3315,liver cell carcinoma,C2239176,0.7,
2876,malignant neoplasm of bladder,C0005684,0.7,
3117,liver cell carcinoma,C2239176,0.7,
8140,liver cell carcinoma,C2239176,0.7,
83932,liver cell carcinoma,C2239176,0.7,
8535,liver cell carcinoma,C2239176,0.7,
10112,liver cell carcinoma,C2239176,0.7,
110806263,liver cell carcinoma,C2239176,0.7,
29089,liver cell carcinoma,C2239176,0.7,
5783,liver cell carcinoma,C2239176,0.7,
59067,liver cell carcinoma,C2239176,0.7,
407018,liver cell carcinoma,C2239176,0.7,
4771,liver cell carcinoma,C2239176,0.7,
2175,"cancer, ovarian",C1140680,0.7,
6794,"cancer, ovarian",C1140680,0.7,
6928,"cancer, ovarian",C1140680,0.7,
4176,liver cell carcinoma,C2239176,0.7,
5970,renal cell carcinoma,C0007134,0.7,
2705,liver cell carcinoma,C2239176,0.7,
11065,liver cell carcinoma,C2239176,0.7,
11186,"cancer, ovarian",C1140680,0.7,
1030,liver cell carcinoma,C2239176,0.7,
2068,"cancer, ovarian",C1140680,0.7,
4792,liver cell carcinoma,C2239176,0.7,
406937,malignant neoplasm of bladder,C0005684,0.7,
8493,"cancer, ovarian",C1140680,0.7,
29923,liver cell carcinoma,C2239176,0.7,
3950,liver cell carcinoma,C2239176,0.7,
51441,liver cell carcinoma,C2239176,0.7,
54443,liver cell carcinoma,C2239176,0.7,
2932,malignant neoplasm of bladder,C0005684,0.7,
3579,malignant neoplasm of bladder,C0005684,0.7,
127,liver cell carcinoma,C2239176,0.7,
324,renal cell carcinoma,C0007134,0.7,
966,"cancer, ovarian",C1140680,0.7,
7037,"cancer, ovarian",C1140680,0.7,
7980,liver cell carcinoma,C2239176,0.7,
9768,liver cell carcinoma,C2239176,0.7,
6657,malignant neoplasm of bladder,C0005684,0.7,
79068,renal cell carcinoma,C0007134,0.65,
10403,liver cell carcinoma,C2239176,0.65,
1012,malignant neoplasm of bladder,C0005684,0.65,
11200,malignant neoplasm of bladder,C0005684,0.65,
7046,malignant neoplasm of bladder,C0005684,0.65,
406984,liver cell carcinoma,C2239176,0.65,
7083,liver cell carcinoma,C2239176,0.65,
7514,liver cell carcinoma,C2239176,0.65,
64151,liver cell carcinoma,C2239176,0.65,
51284,liver cell carcinoma,C2239176,0.65,
8720,liver cell carcinoma,C2239176,0.65,
1012,"cancer, ovarian",C1140680,0.65,
4968,"cancer, ovarian",C1140680,0.65,
4089,carcinoma of endometrium,C0476089,0.65,
3570,renal cell carcinoma,C0007134,0.65,
2322,liver cell carcinoma,C2239176,0.65,
9928,liver cell carcinoma,C2239176,0.65,
51438,liver cell carcinoma,C2239176,0.65,
8797,renal cell carcinoma,C0007134,0.65,
10533,liver cell carcinoma,C2239176,0.65,
11185,liver cell carcinoma,C2239176,0.65,
122953,liver cell carcinoma,C2239176,0.65,
1509,liver cell carcinoma,C2239176,0.65,
2248,liver cell carcinoma,C2239176,0.65,
10024,liver cell carcinoma,C2239176,0.65,
8621,liver cell carcinoma,C2239176,0.65,
54984,liver cell carcinoma,C2239176,0.65,
5836,liver cell carcinoma,C2239176,0.65,
406994,liver cell carcinoma,C2239176,0.65,
407011,liver cell carcinoma,C2239176,0.65,
4297,liver cell carcinoma,C2239176,0.65,
51179,liver cell carcinoma,C2239176,0.65,
51719,liver cell carcinoma,C2239176,0.65,
5218,liver cell carcinoma,C2239176,0.65,
5245,liver cell carcinoma,C2239176,0.65,
675,malignant neoplasm of bladder,C0005684,0.65,
6817,malignant neoplasm of bladder,C0005684,0.65,
360,malignant neoplasm of bladder,C0005684,0.65,
406943,carcinoma of endometrium,C0476089,0.65,
328,"cancer, ovarian",C1140680,0.65,
4153,"cancer, ovarian",C1140680,0.65,
4312,"cancer, ovarian",C1140680,0.65,
1646,liver cell carcinoma,C2239176,0.65,
5698,renal cell carcinoma,C0007134,0.65,
4312,renal cell carcinoma,C0007134,0.65,
5447,malignant neoplasm of bladder,C0005684,0.65,
1052,liver cell carcinoma,C2239176,0.65,
6888,liver cell carcinoma,C2239176,0.65,
22849,liver cell carcinoma,C2239176,0.65,
983,malignant neoplasm of bladder,C0005684,0.65,
3486,malignant neoplasm of bladder,C0005684,0.65,
1017,renal cell carcinoma,C0007134,0.65,
112398,renal cell carcinoma,C0007134,0.65,
405,renal cell carcinoma,C0007134,0.65,
1058,liver cell carcinoma,C2239176,0.65,
8805,liver cell carcinoma,C2239176,0.65,
894,liver cell carcinoma,C2239176,0.65,
9043,liver cell carcinoma,C2239176,0.65,
9099,liver cell carcinoma,C2239176,0.65,
9343,liver cell carcinoma,C2239176,0.65,
9448,liver cell carcinoma,C2239176,0.65,
4504,malignant neoplasm of bladder,C0005684,0.65,
7498,malignant neoplasm of bladder,C0005684,0.65,
3488,malignant neoplasm of bladder,C0005684,0.65,
2778,liver cell carcinoma,C2239176,0.65,
406968,liver cell carcinoma,C2239176,0.65,
2069,liver cell carcinoma,C2239176,0.65,
5502,liver cell carcinoma,C2239176,0.65,
58508,liver cell carcinoma,C2239176,0.65,
64478,liver cell carcinoma,C2239176,0.65,
6678,carcinoma of endometrium,C0476089,0.65,
5267,liver cell carcinoma,C2239176,0.65,
2023,liver cell carcinoma,C2239176,0.65,
688,malignant neoplasm of bladder,C0005684,0.65,
79733,liver cell carcinoma,C2239176,0.65,
7376,liver cell carcinoma,C2239176,0.65,
3660,liver cell carcinoma,C2239176,0.65,
356,malignant neoplasm of bladder,C0005684,0.65,
6648,"cancer, ovarian",C1140680,0.65,
3123,renal cell carcinoma,C0007134,0.65,
4314,renal cell carcinoma,C0007134,0.65,
5546,renal cell carcinoma,C0007134,0.65,
7068,renal cell carcinoma,C0007134,0.65,
811,liver cell carcinoma,C2239176,0.65,
8826,liver cell carcinoma,C2239176,0.65,
9592,liver cell carcinoma,C2239176,0.65,
1230,liver cell carcinoma,C2239176,0.65,
128239,liver cell carcinoma,C2239176,0.65,
2,liver cell carcinoma,C2239176,0.65,
2923,liver cell carcinoma,C2239176,0.65,
2998,liver cell carcinoma,C2239176,0.65,
3169,liver cell carcinoma,C2239176,0.65,
3191,liver cell carcinoma,C2239176,0.65,
10979,malignant neoplasm of bladder,C0005684,0.65,
5893,liver cell carcinoma,C2239176,0.65,
6197,liver cell carcinoma,C2239176,0.65,
4552,liver cell carcinoma,C2239176,0.65,
5166,liver cell carcinoma,C2239176,0.65,
5335,liver cell carcinoma,C2239176,0.65,
5469,liver cell carcinoma,C2239176,0.65,
7011,liver cell carcinoma,C2239176,0.65,
4519,malignant neoplasm of bladder,C0005684,0.65,
7097,malignant neoplasm of bladder,C0005684,0.65,
84171,malignant neoplasm of bladder,C0005684,0.65,
864,carcinoma of endometrium,C0476089,0.65,
2073,"cancer, ovarian",C1140680,0.65,
55135,"cancer, ovarian",C1140680,0.65,
3833,liver cell carcinoma,C2239176,0.65,
84107,liver cell carcinoma,C2239176,0.65,
51,liver cell carcinoma,C2239176,0.65,
7403,liver cell carcinoma,C2239176,0.65,
4361,malignant neoplasm of bladder,C0005684,0.65,
60,liver cell carcinoma,C2239176,0.65,
1890,malignant neoplasm of bladder,C0005684,0.65,
54658,"cancer, ovarian",C1140680,0.65,
57405,liver cell carcinoma,C2239176,0.65,
1356,liver cell carcinoma,C2239176,0.65,
79366,malignant neoplasm of bladder,C0005684,0.65,
55840,liver cell carcinoma,C2239176,0.65,
8435,liver cell carcinoma,C2239176,0.65,
8660,liver cell carcinoma,C2239176,0.65,
9077,liver cell carcinoma,C2239176,0.65,
922,liver cell carcinoma,C2239176,0.65,
768218,liver cell carcinoma,C2239176,0.65,
3491,liver cell carcinoma,C2239176,0.65,
1959,liver cell carcinoma,C2239176,0.65,
4204,liver cell carcinoma,C2239176,0.65,
47,liver cell carcinoma,C2239176,0.65,
51085,liver cell carcinoma,C2239176,0.65,
51302,liver cell carcinoma,C2239176,0.65,
56992,liver cell carcinoma,C2239176,0.65,
57510,liver cell carcinoma,C2239176,0.65,
5885,liver cell carcinoma,C2239176,0.65,
619556,liver cell carcinoma,C2239176,0.65,
23671,malignant neoplasm of bladder,C0005684,0.65,
3557,malignant neoplasm of bladder,C0005684,0.65,
7078,malignant neoplasm of bladder,C0005684,0.65,
8085,malignant neoplasm of bladder,C0005684,0.65,
8651,malignant neoplasm of bladder,C0005684,0.65,
4255,malignant neoplasm of bladder,C0005684,0.65,
4548,malignant neoplasm of bladder,C0005684,0.65,
6659,malignant neoplasm of bladder,C0005684,0.65,
1312,renal cell carcinoma,C0007134,0.65,
682,renal cell carcinoma,C0007134,0.65,
7161,renal cell carcinoma,C0007134,0.65,
4057,renal cell carcinoma,C0007134,0.65,
657,"cancer, ovarian",C1140680,0.65,
1801,"cancer, ovarian",C1140680,0.65,
3728,"cancer, ovarian",C1140680,0.65,
5378,"cancer, ovarian",C1140680,0.65,
10111,"cancer, ovarian",C1140680,0.65,
5578,"cancer, ovarian",C1140680,0.65,
4914,"cancer, ovarian",C1140680,0.65,
100126315,liver cell carcinoma,C2239176,0.65,
55789,liver cell carcinoma,C2239176,0.65,
10468,liver cell carcinoma,C2239176,0.65,
2878,liver cell carcinoma,C2239176,0.65,
2249,liver cell carcinoma,C2239176,0.65,
8880,liver cell carcinoma,C2239176,0.65,
9759,malignant neoplasm of bladder,C0005684,0.65,
9817,renal cell carcinoma,C0007134,0.65,
5816,renal cell carcinoma,C0007134,0.6,
6513,renal cell carcinoma,C0007134,0.6,
6648,renal cell carcinoma,C0007134,0.6,
95,renal cell carcinoma,C0007134,0.6,
307,renal cell carcinoma,C0007134,0.6,
11093,liver cell carcinoma,C2239176,0.6,
1306,liver cell carcinoma,C2239176,0.6,
146909,liver cell carcinoma,C2239176,0.6,
157313,liver cell carcinoma,C2239176,0.6,
1586,liver cell carcinoma,C2239176,0.6,
8318,liver cell carcinoma,C2239176,0.6,
83854,liver cell carcinoma,C2239176,0.6,
9126,liver cell carcinoma,C2239176,0.6,
990,liver cell carcinoma,C2239176,0.6,
10332,liver cell carcinoma,C2239176,0.6,
2775,liver cell carcinoma,C2239176,0.6,
29108,liver cell carcinoma,C2239176,0.6,
3209,liver cell carcinoma,C2239176,0.6,
2052,malignant neoplasm of bladder,C0005684,0.6,
55388,liver cell carcinoma,C2239176,0.6,
55723,liver cell carcinoma,C2239176,0.6,
51201,liver cell carcinoma,C2239176,0.6,
51512,liver cell carcinoma,C2239176,0.6,
5307,liver cell carcinoma,C2239176,0.6,
6695,liver cell carcinoma,C2239176,0.6,
699,liver cell carcinoma,C2239176,0.6,
7546,liver cell carcinoma,C2239176,0.6,
760,liver cell carcinoma,C2239176,0.6,
79728,carcinoma of endometrium,C0476089,0.6,
4595,carcinoma of endometrium,C0476089,0.6,
1012,carcinoma of endometrium,C0476089,0.6,
55227,liver cell carcinoma,C2239176,0.6,
5858,liver cell carcinoma,C2239176,0.6,
3977,liver cell carcinoma,C2239176,0.6,
81620,liver cell carcinoma,C2239176,0.6,
5226,liver cell carcinoma,C2239176,0.6,
27030,"cancer, ovarian",C1140680,0.6,
6016,liver cell carcinoma,C2239176,0.6,
6647,malignant neoplasm of bladder,C0005684,0.6,
1031,liver cell carcinoma,C2239176,0.6,
10894,liver cell carcinoma,C2239176,0.6,
79831,liver cell carcinoma,C2239176,0.6,
9156,liver cell carcinoma,C2239176,0.6,
9787,liver cell carcinoma,C2239176,0.6,
51203,liver cell carcinoma,C2239176,0.6,
51316,liver cell carcinoma,C2239176,0.6,
55165,liver cell carcinoma,C2239176,0.6,
79444,renal cell carcinoma,C0007134,0.6,
3303,malignant neoplasm of bladder,C0005684,0.6,
317,renal cell carcinoma,C0007134,0.6,
170392,liver cell carcinoma,C2239176,0.6,
1894,liver cell carcinoma,C2239176,0.6,
22994,liver cell carcinoma,C2239176,0.6,
10111,liver cell carcinoma,C2239176,0.6,
81539,liver cell carcinoma,C2239176,0.6,
8405,liver cell carcinoma,C2239176,0.6,
8438,liver cell carcinoma,C2239176,0.6,
84904,liver cell carcinoma,C2239176,0.6,
9510,liver cell carcinoma,C2239176,0.6,
55247,liver cell carcinoma,C2239176,0.6,
639,liver cell carcinoma,C2239176,0.6,
4199,liver cell carcinoma,C2239176,0.6,
65010,liver cell carcinoma,C2239176,0.6,
7001,liver cell carcinoma,C2239176,0.6,
29127,liver cell carcinoma,C2239176,0.6,
407050,malignant neoplasm of bladder,C0005684,0.6,
847,malignant neoplasm of bladder,C0005684,0.6,
387,malignant neoplasm of bladder,C0005684,0.6,
4353,malignant neoplasm of bladder,C0005684,0.6,
5873,malignant neoplasm of bladder,C0005684,0.6,
5874,malignant neoplasm of bladder,C0005684,0.6,
641,carcinoma of endometrium,C0476089,0.6,
701,"cancer, ovarian",C1140680,0.6,
9401,"cancer, ovarian",C1140680,0.6,
1508,renal cell carcinoma,C0007134,0.6,
8242,renal cell carcinoma,C0007134,0.6,
11200,carcinoma of endometrium,C0476089,0.6,
3717,malignant neoplasm of bladder,C0005684,0.6,
387103,liver cell carcinoma,C2239176,0.6,
9837,liver cell carcinoma,C2239176,0.6,
3235,liver cell carcinoma,C2239176,0.6,
864,"cancer, ovarian",C1140680,0.6,
10950,renal cell carcinoma,C0007134,0.6,
2188,"cancer, ovarian",C1140680,0.6,
7507,"cancer, ovarian",C1140680,0.6,
10327,liver cell carcinoma,C2239176,0.6,
3897,renal cell carcinoma,C0007134,0.6,
6921,renal cell carcinoma,C0007134,0.6,
10584,liver cell carcinoma,C2239176,0.6,
1540,liver cell carcinoma,C2239176,0.6,
81610,liver cell carcinoma,C2239176,0.6,
10460,malignant neoplasm of bladder,C0005684,0.6,
5646,malignant neoplasm of bladder,C0005684,0.6,
7364,malignant neoplasm of bladder,C0005684,0.6,
9611,malignant neoplasm of bladder,C0005684,0.6,
1580,malignant neoplasm of bladder,C0005684,0.6,
3149,malignant neoplasm of bladder,C0005684,0.6,
2781,liver cell carcinoma,C2239176,0.6,
307,liver cell carcinoma,C2239176,0.6,
3148,liver cell carcinoma,C2239176,0.6,
319,liver cell carcinoma,C2239176,0.6,
4598,liver cell carcinoma,C2239176,0.6,
50,liver cell carcinoma,C2239176,0.6,
1776,liver cell carcinoma,C2239176,0.6,
1820,liver cell carcinoma,C2239176,0.6,
1893,liver cell carcinoma,C2239176,0.6,
221150,liver cell carcinoma,C2239176,0.6,
574451,liver cell carcinoma,C2239176,0.6,
6756,liver cell carcinoma,C2239176,0.6,
5889,carcinoma of endometrium,C0476089,0.6,
5727,"cancer, ovarian",C1140680,0.6,
8313,"cancer, ovarian",C1140680,0.6,
2938,"cancer, ovarian",C1140680,0.6,
100302203,"cancer, ovarian",C1140680,0.6,
1012,liver cell carcinoma,C2239176,0.6,
4171,liver cell carcinoma,C2239176,0.6,
7272,liver cell carcinoma,C2239176,0.6,
150468,liver cell carcinoma,C2239176,0.6,
79019,liver cell carcinoma,C2239176,0.6,
9547,liver cell carcinoma,C2239176,0.6,
4502,liver cell carcinoma,C2239176,0.6,
641,"cancer, ovarian",C1140680,0.6,
83540,liver cell carcinoma,C2239176,0.6,
2033,malignant neoplasm of bladder,C0005684,0.6,
5443,renal cell carcinoma,C0007134,0.6,
53353,liver cell carcinoma,C2239176,0.6,
6455,liver cell carcinoma,C2239176,0.6,
7248,liver cell carcinoma,C2239176,0.6,
240,renal cell carcinoma,C0007134,0.6,
3315,renal cell carcinoma,C0007134,0.6,
3596,renal cell carcinoma,C0007134,0.6,
10397,renal cell carcinoma,C0007134,0.6,
1612,renal cell carcinoma,C0007134,0.6,
81930,liver cell carcinoma,C2239176,0.6,
8407,liver cell carcinoma,C2239176,0.6,
8667,liver cell carcinoma,C2239176,0.6,
8900,liver cell carcinoma,C2239176,0.6,
11130,liver cell carcinoma,C2239176,0.6,
1312,liver cell carcinoma,C2239176,0.6,
10460,liver cell carcinoma,C2239176,0.6,
197358,liver cell carcinoma,C2239176,0.6,
220134,liver cell carcinoma,C2239176,0.6,
22822,liver cell carcinoma,C2239176,0.6,
23397,liver cell carcinoma,C2239176,0.6,
27085,liver cell carcinoma,C2239176,0.6,
28982,liver cell carcinoma,C2239176,0.6,
31,liver cell carcinoma,C2239176,0.6,
3418,liver cell carcinoma,C2239176,0.6,
2954,malignant neoplasm of bladder,C0005684,0.6,
330,malignant neoplasm of bladder,C0005684,0.6,
406892,malignant neoplasm of bladder,C0005684,0.6,
119391,malignant neoplasm of bladder,C0005684,0.6,
463,liver cell carcinoma,C2239176,0.6,
51514,liver cell carcinoma,C2239176,0.6,
51582,liver cell carcinoma,C2239176,0.6,
64399,liver cell carcinoma,C2239176,0.6,
7538,liver cell carcinoma,C2239176,0.6,
406962,malignant neoplasm of bladder,C0005684,0.6,
58508,malignant neoplasm of bladder,C0005684,0.6,
3265,carcinoma of endometrium,C0476089,0.6,
580,carcinoma of endometrium,C0476089,0.6,
2176,"cancer, ovarian",C1140680,0.6,
5979,"cancer, ovarian",C1140680,0.6,
6041,"cancer, ovarian",C1140680,0.6,
6927,"cancer, ovarian",C1140680,0.6,
7508,"cancer, ovarian",C1140680,0.6,
8805,"cancer, ovarian",C1140680,0.6,
51053,liver cell carcinoma,C2239176,0.6,
24137,liver cell carcinoma,C2239176,0.6,
11004,liver cell carcinoma,C2239176,0.6,
83461,liver cell carcinoma,C2239176,0.6,
637,liver cell carcinoma,C2239176,0.6,
11315,liver cell carcinoma,C2239176,0.6,
51266,liver cell carcinoma,C2239176,0.6,
55355,liver cell carcinoma,C2239176,0.6,
3716,"cancer, ovarian",C1140680,0.6,
5052,liver cell carcinoma,C2239176,0.6,
2908,renal cell carcinoma,C0007134,0.6,
7248,malignant neoplasm of bladder,C0005684,0.6,
2177,liver cell carcinoma,C2239176,0.6,
6423,renal cell carcinoma,C0007134,0.6,
9353,liver cell carcinoma,C2239176,0.6,
9588,liver cell carcinoma,C2239176,0.6,
7054,liver cell carcinoma,C2239176,0.6,
7433,liver cell carcinoma,C2239176,0.6,
995,liver cell carcinoma,C2239176,0.6,
2823,liver cell carcinoma,C2239176,0.6,
3206,liver cell carcinoma,C2239176,0.6,
390,liver cell carcinoma,C2239176,0.6,
1827,liver cell carcinoma,C2239176,0.6,
4683,liver cell carcinoma,C2239176,0.6,
54894,liver cell carcinoma,C2239176,0.6,
6091,liver cell carcinoma,C2239176,0.6,
1387,malignant neoplasm of bladder,C0005684,0.6,
23600,malignant neoplasm of bladder,C0005684,0.6,
2735,malignant neoplasm of bladder,C0005684,0.6,
3205,malignant neoplasm of bladder,C0005684,0.6,
4016,malignant neoplasm of bladder,C0005684,0.6,
7037,malignant neoplasm of bladder,C0005684,0.6,
8314,malignant neoplasm of bladder,C0005684,0.6,
406921,malignant neoplasm of bladder,C0005684,0.6,
407006,malignant neoplasm of bladder,C0005684,0.6,
407018,malignant neoplasm of bladder,C0005684,0.6,
407055,malignant neoplasm of bladder,C0005684,0.6,
57412,malignant neoplasm of bladder,C0005684,0.6,
574452,malignant neoplasm of bladder,C0005684,0.6,
10486,liver cell carcinoma,C2239176,0.6,
1062,liver cell carcinoma,C2239176,0.6,
10990,liver cell carcinoma,C2239176,0.6,
114990,liver cell carcinoma,C2239176,0.6,
1387,liver cell carcinoma,C2239176,0.6,
148,liver cell carcinoma,C2239176,0.6,
1509,renal cell carcinoma,C0007134,0.6,
2071,"cancer, ovarian",C1140680,0.6,
2177,"cancer, ovarian",C1140680,0.6,
338,"cancer, ovarian",C1140680,0.6,
729082,"cancer, ovarian",C1140680,0.6,
84909,"cancer, ovarian",C1140680,0.6,
8626,"cancer, ovarian",C1140680,0.6,
151,liver cell carcinoma,C2239176,0.6,
472,carcinoma of endometrium,C0476089,0.6,
4601,"cancer, ovarian",C1140680,0.6,
267,malignant neoplasm of bladder,C0005684,0.6,
6941,liver cell carcinoma,C2239176,0.6,
1951,liver cell carcinoma,C2239176,0.6,
79574,liver cell carcinoma,C2239176,0.6,
899,liver cell carcinoma,C2239176,0.6,
9088,liver cell carcinoma,C2239176,0.6,
11197,malignant neoplasm of bladder,C0005684,0.6,
55635,liver cell carcinoma,C2239176,0.6,
9319,liver cell carcinoma,C2239176,0.6,
79682,liver cell carcinoma,C2239176,0.6,
8685,liver cell carcinoma,C2239176,0.6,
9824,liver cell carcinoma,C2239176,0.6,
55872,liver cell carcinoma,C2239176,0.6,
7372,liver cell carcinoma,C2239176,0.6,
873,liver cell carcinoma,C2239176,0.6,
3978,malignant neoplasm of bladder,C0005684,0.6,
5423,malignant neoplasm of bladder,C0005684,0.6,
900,"cancer, ovarian",C1140680,0.6,
4846,"cancer, ovarian",C1140680,0.6,
5965,liver cell carcinoma,C2239176,0.6,
3113,liver cell carcinoma,C2239176,0.55,
5395,liver cell carcinoma,C2239176,0.55,
5428,liver cell carcinoma,C2239176,0.55,
3077,"cancer, ovarian",C1140680,0.55,
8216,liver cell carcinoma,C2239176,0.55,
4824,liver cell carcinoma,C2239176,0.55,
727897,malignant neoplasm of bladder,C0005684,0.55,
2026,malignant neoplasm of bladder,C0005684,0.55,
25913,"cancer, ovarian",C1140680,0.55,
4646,"cancer, ovarian",C1140680,0.55,
10000,renal cell carcinoma,C0007134,0.55,
54583,renal cell carcinoma,C0007134,0.55,
949,renal cell carcinoma,C0007134,0.55,
22937,liver cell carcinoma,C2239176,0.55,
117145,liver cell carcinoma,C2239176,0.55,
84231,liver cell carcinoma,C2239176,0.55,
22897,liver cell carcinoma,C2239176,0.55,
3329,renal cell carcinoma,C0007134,0.55,
517,renal cell carcinoma,C0007134,0.55,
7873,renal cell carcinoma,C0007134,0.55,
11197,renal cell carcinoma,C0007134,0.55,
4297,malignant neoplasm of bladder,C0005684,0.55,
64127,"cancer, ovarian",C1140680,0.55,
8516,"cancer, ovarian",C1140680,0.55,
55576,liver cell carcinoma,C2239176,0.55,
8406,liver cell carcinoma,C2239176,0.55,
5157,liver cell carcinoma,C2239176,0.55,
3456,malignant neoplasm of bladder,C0005684,0.55,
8312,malignant neoplasm of bladder,C0005684,0.55,
84925,renal cell carcinoma,C0007134,0.55,
27030,carcinoma of endometrium,C0476089,0.55,
80028,liver cell carcinoma,C2239176,0.55,
1381,renal cell carcinoma,C0007134,0.5,
720,renal cell carcinoma,C0007134,0.5,
835,renal cell carcinoma,C0007134,0.5,
11318,liver cell carcinoma,C2239176,0.5,
83483,liver cell carcinoma,C2239176,0.5,
83597,liver cell carcinoma,C2239176,0.5,
84879,liver cell carcinoma,C2239176,0.5,
85416,liver cell carcinoma,C2239176,0.5,
2242,liver cell carcinoma,C2239176,0.5,
1559,malignant neoplasm of bladder,C0005684,0.5,
4489,malignant neoplasm of bladder,C0005684,0.5,
5444,malignant neoplasm of bladder,C0005684,0.5,
7874,malignant neoplasm of bladder,C0005684,0.5,
6194,liver cell carcinoma,C2239176,0.5,
6263,liver cell carcinoma,C2239176,0.5,
5199,liver cell carcinoma,C2239176,0.5,
147372,liver cell carcinoma,C2239176,0.5,
30845,liver cell carcinoma,C2239176,0.5,
3699,liver cell carcinoma,C2239176,0.5,
10992,liver cell carcinoma,C2239176,0.5,
83394,liver cell carcinoma,C2239176,0.5,
87178,liver cell carcinoma,C2239176,0.5,
9636,liver cell carcinoma,C2239176,0.5,
57393,liver cell carcinoma,C2239176,0.5,
57509,liver cell carcinoma,C2239176,0.5,
6608,liver cell carcinoma,C2239176,0.5,
3781,liver cell carcinoma,C2239176,0.5,
8320,malignant neoplasm of bladder,C0005684,0.5,
84181,malignant neoplasm of bladder,C0005684,0.5,
9700,malignant neoplasm of bladder,C0005684,0.5,
2072,malignant neoplasm of bladder,C0005684,0.5,
3768,malignant neoplasm of bladder,C0005684,0.5,
2072,"cancer, ovarian",C1140680,0.5,
55450,"cancer, ovarian",C1140680,0.5,
7253,"cancer, ovarian",C1140680,0.5,
43,renal cell carcinoma,C0007134,0.5,
80178,liver cell carcinoma,C2239176,0.5,
84870,liver cell carcinoma,C2239176,0.5,
4998,liver cell carcinoma,C2239176,0.5,
56892,liver cell carcinoma,C2239176,0.5,
3083,liver cell carcinoma,C2239176,0.5,
23532,renal cell carcinoma,C0007134,0.5,
10961,liver cell carcinoma,C2239176,0.5,
83940,liver cell carcinoma,C2239176,0.5,
8821,liver cell carcinoma,C2239176,0.5,
11243,malignant neoplasm of bladder,C0005684,0.5,
5533,malignant neoplasm of bladder,C0005684,0.5,
8821,malignant neoplasm of bladder,C0005684,0.5,
2175,malignant neoplasm of bladder,C0005684,0.5,
26986,malignant neoplasm of bladder,C0005684,0.5,
442896,liver cell carcinoma,C2239176,0.5,
5745,liver cell carcinoma,C2239176,0.5,
57733,liver cell carcinoma,C2239176,0.5,
7325,liver cell carcinoma,C2239176,0.5,
2178,"cancer, ovarian",C1140680,0.5,
735,liver cell carcinoma,C2239176,0.5,
25903,liver cell carcinoma,C2239176,0.5,
168667,liver cell carcinoma,C2239176,0.5,
7249,"cancer, ovarian",C1140680,0.5,
84735,liver cell carcinoma,C2239176,0.5,
3868,malignant neoplasm of bladder,C0005684,0.5,
4502,malignant neoplasm of bladder,C0005684,0.5,
721,renal cell carcinoma,C0007134,0.5,
8633,renal cell carcinoma,C0007134,0.5,
1410,renal cell carcinoma,C0007134,0.5,
8208,liver cell carcinoma,C2239176,0.5,
84695,liver cell carcinoma,C2239176,0.5,
90381,liver cell carcinoma,C2239176,0.5,
91937,liver cell carcinoma,C2239176,0.5,
282618,liver cell carcinoma,C2239176,0.5,
340152,liver cell carcinoma,C2239176,0.5,
3931,liver cell carcinoma,C2239176,0.5,
55379,liver cell carcinoma,C2239176,0.5,
7053,liver cell carcinoma,C2239176,0.5,
6573,malignant neoplasm of bladder,C0005684,0.5,
2189,"cancer, ovarian",C1140680,0.5,
259307,"cancer, ovarian",C1140680,0.5,
9829,liver cell carcinoma,C2239176,0.5,
3476,liver cell carcinoma,C2239176,0.5,
3813,liver cell carcinoma,C2239176,0.5,
2222,liver cell carcinoma,C2239176,0.5,
23235,liver cell carcinoma,C2239176,0.5,
51166,liver cell carcinoma,C2239176,0.5,
100507500,malignant neoplasm of bladder,C0005684,0.5,
7799,malignant neoplasm of bladder,C0005684,0.5,
11063,liver cell carcinoma,C2239176,0.5,
1393,liver cell carcinoma,C2239176,0.5,
143941,liver cell carcinoma,C2239176,0.5,
216,renal cell carcinoma,C0007134,0.5,
3856,renal cell carcinoma,C0007134,0.5,
5037,renal cell carcinoma,C0007134,0.5,
4837,liver cell carcinoma,C2239176,0.5,
