geneid,disease_name,diseaseid,score,evidence_level
4869,acute myeloid leukemia,C0023467,1.0,
7490,acute myeloid leukemia,C0023467,1.0,
1788,acute myeloid leukemia,C0023467,1.0,
3717,acute myeloid leukemia,C0023467,1.0,
472,chronic lymphocytic leukemia,C0023434,1.0,
4297,acute myeloid leukemia,C0023467,1.0,
861,acute myeloid leukemia,C0023467,1.0,
596,chronic lymphocytic leukemia,C0023434,1.0,
4893,acute myeloid leukemia,C0023467,1.0,
54790,acute myeloid leukemia,C0023467,1.0,
2624,acute myeloid leukemia,C0023467,1.0,
596,"lymphoma, non hodgkin's",C0024305,1.0,
596,acute myeloid leukemia,C0023467,1.0,
3845,acute myeloid leukemia,C0023467,1.0,
7157,acute myeloid leukemia,C0023467,1.0,
1437,acute myeloid leukemia,C0023467,1.0,
3417,acute myeloid leukemia,C0023467,1.0,
7157,chronic lymphocytic leukemia,C0023434,1.0,
2322,acute myeloid leukemia,C0023467,1.0,
3418,acute myeloid leukemia,C0023467,1.0,
3815,acute myeloid leukemia,C0023467,1.0,
1050,acute myeloid leukemia,C0023467,1.0,
171023,acute myeloid leukemia,C0023467,1.0,
1440,acute myeloid leukemia,C0023467,1.0,
945,acute myeloid leukemia,C0023467,0.95,
324,malignant neoplasm of colon,C0007102,0.95,
921,chronic lymphocytic leukemia,C0023434,0.95,
5781,acute myeloid leukemia,C0023467,0.95,
2120,acute myeloid leukemia,C0023467,0.95,
3662,chronic lymphocytic leukemia,C0023434,0.9,
8301,acute myeloid leukemia,C0023467,0.9,
8028,acute myeloid leukemia,C0023467,0.9,
2672,acute myeloid leukemia,C0023467,0.9,
6688,acute myeloid leukemia,C0023467,0.9,
5336,chronic lymphocytic leukemia,C0023434,0.9,
6427,acute myeloid leukemia,C0023467,0.9,
942,chronic lymphocytic leukemia,C0023434,0.9,
2944,acute myeloid leukemia,C0023467,0.9,
4292,malignant neoplasm of colon,C0007102,0.9,
7157,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.9,
25,acute myeloid leukemia,C0023467,0.9,
2146,acute myeloid leukemia,C0023467,0.9,
3569,chronic lymphocytic leukemia,C0023434,0.9,
7157,"lymphoma, non hodgkin's",C0024305,0.9,
595,"lymphoma, non hodgkin's",C0024305,0.9,
207,malignant neoplasm of colon,C0007102,0.9,
2122,acute myeloid leukemia,C0023467,0.9,
4609,acute myeloid leukemia,C0023467,0.85,
1441,acute myeloid leukemia,C0023467,0.85,
1029,acute myeloid leukemia,C0023467,0.85,
7015,acute myeloid leukemia,C0023467,0.85,
7048,malignant neoplasm of colon,C0007102,0.85,
8021,acute myeloid leukemia,C0023467,0.85,
673,malignant neoplasm of colon,C0007102,0.85,
2475,glioblastoma multiforme,C1621958,0.85,
4436,malignant neoplasm of colon,C0007102,0.85,
5468,malignant neoplasm of colon,C0007102,0.85,
862,acute myeloid leukemia,C0023467,0.85,
4609,"lymphoma, non hodgkin's",C0024305,0.85,
604,"lymphoma, non hodgkin's",C0024305,0.85,
7852,acute myeloid leukemia,C0023467,0.85,
2950,acute myeloid leukemia,C0023467,0.85,
1021,acute myeloid leukemia,C0023467,0.85,
2078,acute myeloid leukemia,C0023467,0.85,
4615,chronic lymphocytic leukemia,C0023434,0.85,
974,chronic lymphocytic leukemia,C0023434,0.85,
1728,acute myeloid leukemia,C0023467,0.85,
3676,chronic lymphocytic leukemia,C0023434,0.85,
7010,acute myeloid leukemia,C0023467,0.85,
79870,acute myeloid leukemia,C0023467,0.85,
6774,acute myeloid leukemia,C0023467,0.85,
3569,acute myeloid leukemia,C0023467,0.85,
2146,"lymphoma, non hodgkin's",C0024305,0.85,
1440,"lymphoma, non hodgkin's",C0024305,0.85,
7422,acute myeloid leukemia,C0023467,0.85,
3205,acute myeloid leukemia,C0023467,0.85,
5395,malignant neoplasm of colon,C0007102,0.8,
64324,acute myeloid leukemia,C0023467,0.8,
867,acute myeloid leukemia,C0023467,0.8,
4629,acute myeloid leukemia,C0023467,0.8,
328,carcinoma of cervix,C0302592,0.8,
1432,malignant neoplasm of colon,C0007102,0.8,
1789,acute myeloid leukemia,C0023467,0.8,
1543,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,
2260,acute myeloid leukemia,C0023467,0.8,
865,acute myeloid leukemia,C0023467,0.8,
595,acute myeloid leukemia,C0023467,0.8,
2195,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,
23451,acute myeloid leukemia,C0023467,0.8,
1030,acute myeloid leukemia,C0023467,0.8,
51428,acute myeloid leukemia,C0023467,0.8,
4763,acute myeloid leukemia,C0023467,0.8,
1387,acute myeloid leukemia,C0023467,0.8,
3586,malignant neoplasm of colon,C0007102,0.8,
355,acute myeloid leukemia,C0023467,0.8,
2944,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,
836,malignant neoplasm of colon,C0007102,0.8,
672,malignant neoplasm of colon,C0007102,0.8,
648,acute myeloid leukemia,C0023467,0.8,
2261,carcinoma of cervix,C0302592,0.8,
355,"lymphoma, non hodgkin's",C0024305,0.8,
7994,acute myeloid leukemia,C0023467,0.8,
6347,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,
2146,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,
3716,acute myeloid leukemia,C0023467,0.8,
23451,chronic lymphocytic leukemia,C0023434,0.8,
1437,"lymphoma, non hodgkin's",C0024305,0.8,
8743,acute myeloid leukemia,C0023467,0.8,
1978,acute myeloid leukemia,C0023467,0.8,
960,acute myeloid leukemia,C0023467,0.8,
928,acute myeloid leukemia,C0023467,0.8,
7157,cutaneous t cell lymphoma,C0079773,0.75,
10,acute myeloid leukemia,C0023467,0.75,
4928,acute myeloid leukemia,C0023467,0.75,
3552,acute myeloid leukemia,C0023467,0.75,
5551,"lymphoma, non hodgkin's",C0024305,0.75,
2932,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.75,
3586,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.75,
7015,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.75,
51176,chronic lymphocytic leukemia,C0023434,0.75,
595,chronic lymphocytic leukemia,C0023434,0.75,
355,cutaneous t cell lymphoma,C0079773,0.75,
6794,carcinoma of cervix,C0302592,0.75,
84295,acute myeloid leukemia,C0023467,0.75,
10125,acute myeloid leukemia,C0023467,0.75,
6997,malignant neoplasm of colon,C0007102,0.75,
2081,glioblastoma multiforme,C1621958,0.75,
673,chronic lymphocytic leukemia,C0023434,0.75,
4595,malignant neoplasm of colon,C0007102,0.75,
2952,carcinoma of cervix,C0302592,0.75,
999,malignant neoplasm of colon,C0007102,0.75,
1493,acute myeloid leukemia,C0023467,0.75,
472,malignant neoplasm of colon,C0007102,0.75,
54880,acute myeloid leukemia,C0023467,0.75,
8821,acute myeloid leukemia,C0023467,0.75,
7307,acute myeloid leukemia,C0023467,0.75,
6714,malignant neoplasm of colon,C0007102,0.75,
5747,glioblastoma multiforme,C1621958,0.75,
7514,chronic lymphocytic leukemia,C0023434,0.75,
1026,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.75,
8651,acute myeloid leukemia,C0023467,0.75,
1027,acute myeloid leukemia,C0023467,0.75,
5027,chronic lymphocytic leukemia,C0023434,0.75,
58508,acute myeloid leukemia,C0023467,0.75,
2952,acute myeloid leukemia,C0023467,0.75,
6279,acute myeloid leukemia,C0023467,0.75,
11040,acute myeloid leukemia,C0023467,0.75,
5156,glioblastoma multiforme,C1621958,0.75,
1436,acute myeloid leukemia,C0023467,0.75,
4330,acute myeloid leukemia,C0023467,0.75,
26040,acute myeloid leukemia,C0023467,0.75,
1493,"lymphoma, non hodgkin's",C0024305,0.75,
5578,glioblastoma multiforme,C1621958,0.75,
25939,acute myeloid leukemia,C0023467,0.75,
811,malignant neoplasm of colon,C0007102,0.75,
5366,chronic lymphocytic leukemia,C0023434,0.7,
4233,acute myeloid leukemia,C0023467,0.7,
5727,acute myeloid leukemia,C0023467,0.7,
308,acute myeloid leukemia,C0023467,0.7,
2176,acute myeloid leukemia,C0023467,0.7,
28444,chronic lymphocytic leukemia,C0023434,0.7,
7298,acute myeloid leukemia,C0023467,0.7,
2052,"lymphoma, non hodgkin's",C0024305,0.7,
672,"malignant neoplasm of peritoneum, unspecified",C0153467,0.7,
1612,acute myeloid leukemia,C0023467,0.7,
4210,acute myeloid leukemia,C0023467,0.7,
4524,acute myeloid leukemia,C0023467,0.7,
843,"lymphoma, non hodgkin's",C0024305,0.7,
1591,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.7,
7037,chronic lymphocytic leukemia,C0023434,0.7,
302,acute myeloid leukemia,C0023467,0.7,
23476,malignant neoplasm of colon,C0007102,0.7,
5728,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.7,
2944,carcinoma of cervix,C0302592,0.7,
11262,chronic lymphocytic leukemia,C0023434,0.7,
6455,acute myeloid leukemia,C0023467,0.7,
567,"lymphoma, non hodgkin's",C0024305,0.7,
1017,glioblastoma multiforme,C1621958,0.7,
2052,acute myeloid leukemia,C0023467,0.7,
3082,acute myeloid leukemia,C0023467,0.7,
4524,"lymphoma, non hodgkin's",C0024305,0.7,
5290,"lymphoma, non hodgkin's",C0024305,0.7,
5728,squamous cell carcinoma of larynx,C0280324,0.7,
10499,acute myeloid leukemia,C0023467,0.7,
1495,acute myeloid leukemia,C0023467,0.7,
26511,acute myeloid leukemia,C0023467,0.7,
29072,acute myeloid leukemia,C0023467,0.7,
3265,acute myeloid leukemia,C0023467,0.7,
55252,acute myeloid leukemia,C0023467,0.7,
894,acute myeloid leukemia,C0023467,0.7,
5599,glioblastoma multiforme,C1621958,0.7,
4916,acute myeloid leukemia,C0023467,0.7,
2261,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.7,
999,acute myeloid leukemia,C0023467,0.7,
864,acute myeloid leukemia,C0023467,0.7,
638,malignant neoplasm of colon,C0007102,0.65,
92,malignant neoplasm of colon,C0007102,0.65,
6678,carcinoma of cervix,C0302592,0.65,
7251,carcinoma of cervix,C0302592,0.65,
1543,acute myeloid leukemia,C0023467,0.65,
2068,acute myeloid leukemia,C0023467,0.65,
6209,chronic lymphocytic leukemia,C0023434,0.65,
90427,chronic lymphocytic leukemia,C0023434,0.65,
2308,acute myeloid leukemia,C0023467,0.65,
23305,acute myeloid leukemia,C0023467,0.65,
3690,acute myeloid leukemia,C0023467,0.65,
81848,acute myeloid leukemia,C0023467,0.65,
1571,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,
3558,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,
4552,"lymphoma, non hodgkin's",C0024305,0.65,
5562,malignant neoplasm of colon,C0007102,0.65,
84433,cutaneous t cell lymphoma,C0079773,0.65,
1052,acute myeloid leukemia,C0023467,0.65,
5444,chronic lymphocytic leukemia,C0023434,0.65,
81037,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,
4524,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,
729230,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,
11200,malignant neoplasm of colon,C0007102,0.65,
4255,carcinoma of cervix,C0302592,0.65,
10000,glioblastoma multiforme,C1621958,0.65,
578,carcinoma of cervix,C0302592,0.65,
100,malignant neoplasm of colon,C0007102,0.65,
1029,cutaneous t cell lymphoma,C0079773,0.65,
10,squamous cell carcinoma of larynx,C0280324,0.65,
5880,acute myeloid leukemia,C0023467,0.65,
822,acute myeloid leukemia,C0023467,0.65,
5444,"lymphoma, non hodgkin's",C0024305,0.65,
11200,"lymphoma, non hodgkin's",C0024305,0.65,
958,"lymphoma, non hodgkin's",C0024305,0.65,
1591,malignant neoplasm of colon,C0007102,0.65,
6648,acute myeloid leukemia,C0023467,0.65,
3621,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,
840,malignant neoplasm of colon,C0007102,0.65,
5795,malignant neoplasm of colon,C0007102,0.65,
51752,carcinoma of cervix,C0302592,0.65,
4791,cutaneous t cell lymphoma,C0079773,0.65,
940,cutaneous t cell lymphoma,C0079773,0.65,
1555,acute myeloid leukemia,C0023467,0.65,
2175,acute myeloid leukemia,C0023467,0.65,
2876,acute myeloid leukemia,C0023467,0.65,
4297,"lymphoma, non hodgkin's",C0024305,0.65,
8915,"lymphoma, non hodgkin's",C0024305,0.65,
7481,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,
55740,acute myeloid leukemia,C0023467,0.65,
4361,malignant neoplasm of colon,C0007102,0.65,
65018,glioblastoma multiforme,C1621958,0.65,
1493,cutaneous t cell lymphoma,C0079773,0.65,
6891,carcinoma of cervix,C0302592,0.65,
8792,chronic lymphocytic leukemia,C0023434,0.65,
22806,chronic lymphocytic leukemia,C0023434,0.65,
26191,chronic lymphocytic leukemia,C0023434,0.65,
11122,acute myeloid leukemia,C0023467,0.65,
1565,acute myeloid leukemia,C0023467,0.65,
8233,acute myeloid leukemia,C0023467,0.65,
1789,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,
6197,glioblastoma multiforme,C1621958,0.6,
1665,acute myeloid leukemia,C0023467,0.6,
4066,acute myeloid leukemia,C0023467,0.6,
944,acute myeloid leukemia,C0023467,0.6,
2876,"lymphoma, non hodgkin's",C0024305,0.6,
4615,"lymphoma, non hodgkin's",C0024305,0.6,
4893,"lymphoma, non hodgkin's",C0024305,0.6,
673,"lymphoma, non hodgkin's",C0024305,0.6,
4921,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,
3315,acute myeloid leukemia,C0023467,0.6,
6678,acute myeloid leukemia,C0023467,0.6,
2264,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,
11168,acute myeloid leukemia,C0023467,0.6,
150094,glioblastoma multiforme,C1621958,0.6,
5335,cutaneous t cell lymphoma,C0079773,0.6,
2274,acute myeloid leukemia,C0023467,0.6,
3398,acute myeloid leukemia,C0023467,0.6,
7200,acute myeloid leukemia,C0023467,0.6,
10919,acute myeloid leukemia,C0023467,0.6,
5817,acute myeloid leukemia,C0023467,0.6,
55294,chronic lymphocytic leukemia,C0023434,0.6,
8795,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,
25788,malignant neoplasm of colon,C0007102,0.6,
2356,"lymphoma, non hodgkin's",C0024305,0.6,
6046,glioblastoma multiforme,C1621958,0.6,
7037,"lymphoma, non hodgkin's",C0024305,0.6,
8600,chronic lymphocytic leukemia,C0023434,0.6,
5457,acute myeloid leukemia,C0023467,0.6,
5997,acute myeloid leukemia,C0023467,0.6,
113,acute myeloid leukemia,C0023467,0.6,
3123,"lymphoma, non hodgkin's",C0024305,0.6,
4170,cutaneous t cell lymphoma,C0079773,0.6,
875,"lymphoma, non hodgkin's",C0024305,0.6,
25,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,
5426,malignant neoplasm of colon,C0007102,0.6,
55818,malignant neoplasm of colon,C0007102,0.6,
115761,chronic lymphocytic leukemia,C0023434,0.6,
4524,chronic lymphocytic leukemia,C0023434,0.6,
4846,acute myeloid leukemia,C0023467,0.6,
51750,acute myeloid leukemia,C0023467,0.6,
5819,acute myeloid leukemia,C0023467,0.6,
7249,acute myeloid leukemia,C0023467,0.6,
1571,"lymphoma, non hodgkin's",C0024305,0.6,
2212,"lymphoma, non hodgkin's",C0024305,0.6,
7298,"lymphoma, non hodgkin's",C0024305,0.6,
407007,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,
407006,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,
581,cutaneous t cell lymphoma,C0079773,0.6,
5579,glioblastoma multiforme,C1621958,0.6,
3845,chronic lymphocytic leukemia,C0023434,0.6,
481,acute myeloid leukemia,C0023467,0.6,
6777,cutaneous t cell lymphoma,C0079773,0.6,
283131,malignant neoplasm of colon,C0007102,0.6,
545,malignant neoplasm of colon,C0007102,0.6,
7516,malignant neoplasm of colon,C0007102,0.6,
8289,malignant neoplasm of colon,C0007102,0.6,
4893,chronic lymphocytic leukemia,C0023434,0.6,
5527,chronic lymphocytic leukemia,C0023434,0.6,
6470,"lymphoma, non hodgkin's",C0024305,0.6,
51341,acute myeloid leukemia,C0023467,0.6,
5604,"lymphoma, non hodgkin's",C0024305,0.6,
1471,acute myeloid leukemia,C0023467,0.6,
5743,chronic lymphocytic leukemia,C0023434,0.6,
253260,malignant neoplasm of colon,C0007102,0.6,
25788,"lymphoma, non hodgkin's",C0024305,0.6,
8438,"lymphoma, non hodgkin's",C0024305,0.6,
974,"lymphoma, non hodgkin's",C0024305,0.6,
51701,glioblastoma multiforme,C1621958,0.55,
5588,cutaneous t cell lymphoma,C0079773,0.55,
6935,cutaneous t cell lymphoma,C0079773,0.55,
2067,acute myeloid leukemia,C0023467,0.55,
51510,acute myeloid leukemia,C0023467,0.55,
7980,acute myeloid leukemia,C0023467,0.55,
472,cutaneous t cell lymphoma,C0079773,0.55,
3119,acute myeloid leukemia,C0023467,0.55,
25865,chronic lymphocytic leukemia,C0023434,0.55,
4026,acute myeloid leukemia,C0023467,0.55,
55289,chronic lymphocytic leukemia,C0023434,0.55,
57795,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.55,
8140,malignant neoplasm of colon,C0007102,0.55,
10801,acute myeloid leukemia,C0023467,0.55,
10892,"lymphoma, non hodgkin's",C0024305,0.55,
9855,chronic lymphocytic leukemia,C0023434,0.55,
8289,cutaneous t cell lymphoma,C0079773,0.55,
53353,malignant neoplasm of colon,C0007102,0.55,
5606,malignant neoplasm of colon,C0007102,0.55,
3645,glioblastoma multiforme,C1621958,0.5,
2876,squamous cell carcinoma of larynx,C0280324,0.5,
3621,squamous cell carcinoma of larynx,C0280324,0.5,
1030,cutaneous t cell lymphoma,C0079773,0.5,
3265,chronic lymphocytic leukemia,C0023434,0.5,
406935,chronic lymphocytic leukemia,C0023434,0.5,
406937,chronic lymphocytic leukemia,C0023434,0.5,
10992,chronic lymphocytic leukemia,C0023434,0.5,
3685,acute myeloid leukemia,C0023467,0.5,
7421,chronic lymphocytic leukemia,C0023434,0.5,
138474,glioblastoma multiforme,C1621958,0.5,
51592,glioblastoma multiforme,C1621958,0.5,
3566,acute myeloid leukemia,C0023467,0.5,
10437,acute myeloid leukemia,C0023467,0.5,
1269,acute myeloid leukemia,C0023467,0.5,
406968,malignant neoplasm of colon,C0007102,0.5,
110806263,acute myeloid leukemia,C0023467,0.5,
55359,glioblastoma multiforme,C1621958,0.5,
26353,glioblastoma multiforme,C1621958,0.5,
7515,squamous cell carcinoma of larynx,C0280324,0.5,
2026,acute myeloid leukemia,C0023467,0.5,
375790,acute myeloid leukemia,C0023467,0.5,
54916,"lymphoma, non hodgkin's",C0024305,0.5,
673,cutaneous t cell lymphoma,C0079773,0.5,
840,acute myeloid leukemia,C0023467,0.5,
5314,malignant neoplasm of colon,C0007102,0.5,
387,cutaneous t cell lymphoma,C0079773,0.5,
407004,cutaneous t cell lymphoma,C0079773,0.5,
944,chronic lymphocytic leukemia,C0023434,0.5,
5881,acute myeloid leukemia,C0023467,0.5,
9940,acute myeloid leukemia,C0023467,0.5,
343641,acute myeloid leukemia,C0023467,0.5,
8795,squamous cell carcinoma of larynx,C0280324,0.5,
5654,malignant neoplasm of colon,C0007102,0.5,
10634,acute myeloid leukemia,C0023467,0.5,
309,acute myeloid leukemia,C0023467,0.5,
4599,acute myeloid leukemia,C0023467,0.5,
1616,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.5,
366,acute myeloid leukemia,C0023467,0.5,
5893,malignant neoplasm of colon,C0007102,0.45,
9956,malignant neoplasm of colon,C0007102,0.45,
29117,acute myeloid leukemia,C0023467,0.45,
3006,acute myeloid leukemia,C0023467,0.45,
3078,acute myeloid leukemia,C0023467,0.45,
25797,chronic lymphocytic leukemia,C0023434,0.45,
134218,acute myeloid leukemia,C0023467,0.45,
4552,acute myeloid leukemia,C0023467,0.45,
23054,malignant neoplasm of colon,C0007102,0.45,
23533,malignant neoplasm of colon,C0007102,0.45,
8313,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.45,
10036,malignant neoplasm of colon,C0007102,0.45,
6840,acute myeloid leukemia,C0023467,0.45,
343472,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.45,
169436,glioblastoma multiforme,C1621958,0.4,
23683,glioblastoma multiforme,C1621958,0.4,
3654,glioblastoma multiforme,C1621958,0.4,
7128,cutaneous t cell lymphoma,C0079773,0.4,
115399,acute myeloid leukemia,C0023467,0.4,
3500,chronic lymphocytic leukemia,C0023434,0.4,
5423,chronic lymphocytic leukemia,C0023434,0.4,
5781,chronic lymphocytic leukemia,C0023434,0.4,
5934,chronic lymphocytic leukemia,C0023434,0.4,
11073,chronic lymphocytic leukemia,C0023434,0.4,
29949,chronic lymphocytic leukemia,C0023434,0.4,
3005,acute myeloid leukemia,C0023467,0.4,
9145,acute myeloid leukemia,C0023467,0.4,
1018,glioblastoma multiforme,C1621958,0.4,
55561,glioblastoma multiforme,C1621958,0.4,
2051,glioblastoma multiforme,C1621958,0.4,
8623,acute myeloid leukemia,C0023467,0.4,
6658,acute myeloid leukemia,C0023467,0.4,
126805749,acute myeloid leukemia,C0023467,0.4,
1522,acute myeloid leukemia,C0023467,0.4,
1902,acute myeloid leukemia,C0023467,0.4,
10489,"lymphoma, non hodgkin's",C0024305,0.4,
387,"lymphoma, non hodgkin's",C0024305,0.4,
10000,malignant neoplasm of colon,C0007102,0.4,
8626,malignant neoplasm of colon,C0007102,0.4,
6794,carcinoma of ovary,C0346161,0.4,
999,carcinoma of ovary,C0346161,0.4,
5782,malignant neoplasm of colon,C0007102,0.4,
10664,cutaneous t cell lymphoma,C0079773,0.4,
3662,cutaneous t cell lymphoma,C0079773,0.4,
8445,glioblastoma multiforme,C1621958,0.4,
55654,acute myeloid leukemia,C0023467,0.4,
60468,acute myeloid leukemia,C0023467,0.4,
81552,acute myeloid leukemia,C0023467,0.4,
126807619,acute myeloid leukemia,C0023467,0.4,
11172,acute myeloid leukemia,C0023467,0.4,
57761,glioblastoma multiforme,C1621958,0.4,
84464,glioblastoma multiforme,C1621958,0.4,
5164,glioblastoma multiforme,C1621958,0.4,
3575,malignant neoplasm of colon,C0007102,0.4,
10131,her2-positive carcinoma of breast,C1960398,0.4,
1773,her2-positive carcinoma of breast,C1960398,0.4,
1788,cutaneous t cell lymphoma,C0079773,0.4,
5142,acute myeloid leukemia,C0023467,0.4,
6446,acute myeloid leukemia,C0023467,0.4,
6919,acute myeloid leukemia,C0023467,0.4,
7837,acute myeloid leukemia,C0023467,0.4,
824,acute myeloid leukemia,C0023467,0.4,
100533107,acute myeloid leukemia,C0023467,0.4,
10992,acute myeloid leukemia,C0023467,0.4,
11326,acute myeloid leukemia,C0023467,0.4,
126861451,acute myeloid leukemia,C0023467,0.4,
1512,acute myeloid leukemia,C0023467,0.4,
1880,acute myeloid leukemia,C0023467,0.4,
2177,acute myeloid leukemia,C0023467,0.4,
2969,acute myeloid leukemia,C0023467,0.4,
30845,acute myeloid leukemia,C0023467,0.4,
635,"lymphoma, non hodgkin's",C0024305,0.4,
126862571,"malignant neoplasm of peritoneum, unspecified",C0153467,0.4,
6733,glioblastoma multiforme,C1621958,0.4,
7867,glioblastoma multiforme,C1621958,0.4,
2986,glioblastoma multiforme,C1621958,0.4,
5783,malignant neoplasm of colon,C0007102,0.4,
64506,chronic lymphocytic leukemia,C0023434,0.4,
115399,chronic lymphocytic leukemia,C0023434,0.4,
100507346,acute myeloid leukemia,C0023467,0.4,
107303338,acute myeloid leukemia,C0023467,0.4,
129934333,acute myeloid leukemia,C0023467,0.4,
130064183,acute myeloid leukemia,C0023467,0.4,
307,acute myeloid leukemia,C0023467,0.4,
3817,acute myeloid leukemia,C0023467,0.4,
53826,acute myeloid leukemia,C0023467,0.4,
6281,acute myeloid leukemia,C0023467,0.4,
7204,acute myeloid leukemia,C0023467,0.4,
7248,acute myeloid leukemia,C0023467,0.4,
7280,acute myeloid leukemia,C0023467,0.4,
7422,multiple myeloma,C0026764,1.0,
608,multiple myeloma,C0026764,1.0,
595,multiple myeloma,C0026764,1.0,
7157,multiple myeloma,C0026764,1.0,
1440,multiple myeloma,C0026764,0.95,
1029,multiple myeloma,C0026764,0.95,
3569,multiple myeloma,C0026764,0.95,
596,multiple myeloma,C0026764,0.95,
3845,multiple myeloma,C0026764,0.95,
3662,multiple myeloma,C0026764,0.9,
4893,multiple myeloma,C0026764,0.9,
3383,multiple myeloma,C0026764,0.9,
3586,multiple myeloma,C0026764,0.9,
567,multiple myeloma,C0026764,0.9,
51185,multiple myeloma,C0026764,0.9,
3553,multiple myeloma,C0026764,0.9,
2261,multiple myeloma,C0026764,0.9,
942,multiple myeloma,C0026764,0.85,
6696,multiple myeloma,C0026764,0.85,
4582,multiple myeloma,C0026764,0.85,
5290,multiple myeloma,C0026764,0.85,
4170,multiple myeloma,C0026764,0.85,
7124,multiple myeloma,C0026764,0.85,
673,multiple myeloma,C0026764,0.85,
142,multiple myeloma,C0026764,0.85,
4233,multiple myeloma,C0026764,0.8,
598,multiple myeloma,C0026764,0.8,
7040,multiple myeloma,C0026764,0.8,
3981,multiple myeloma,C0026764,0.8,
1728,multiple myeloma,C0026764,0.8,
1437,multiple myeloma,C0026764,0.8,
10017,multiple myeloma,C0026764,0.8,
5744,multiple myeloma,C0026764,0.75,
23492,multiple myeloma,C0026764,0.75,
23495,multiple myeloma,C0026764,0.75,
7037,multiple myeloma,C0026764,0.75,
3557,multiple myeloma,C0026764,0.75,
22894,multiple myeloma,C0026764,0.75,
959,multiple myeloma,C0026764,0.75,
958,multiple myeloma,C0026764,0.75,
4524,multiple myeloma,C0026764,0.75,
6790,multiple myeloma,C0026764,0.75,
1019,multiple myeloma,C0026764,0.75,
4792,multiple myeloma,C0026764,0.75,
472,multiple myeloma,C0026764,0.75,
2266,multiple myeloma,C0026764,0.7,
9429,multiple myeloma,C0026764,0.7,
2944,multiple myeloma,C0026764,0.7,
7298,multiple myeloma,C0026764,0.7,
7517,multiple myeloma,C0026764,0.7,
2052,multiple myeloma,C0026764,0.7,
3265,multiple myeloma,C0026764,0.7,
6648,multiple myeloma,C0026764,0.7,
2952,multiple myeloma,C0026764,0.7,
7528,multiple myeloma,C0026764,0.65,
10413,multiple myeloma,C0026764,0.65,
1493,multiple myeloma,C0026764,0.65,
1636,multiple myeloma,C0026764,0.65,
2212,multiple myeloma,C0026764,0.65,
3566,multiple myeloma,C0026764,0.65,
54986,multiple myeloma,C0026764,0.65,
1557,multiple myeloma,C0026764,0.65,
2322,multiple myeloma,C0026764,0.65,
4552,multiple myeloma,C0026764,0.65,
54890,multiple myeloma,C0026764,0.65,
57510,multiple myeloma,C0026764,0.65,
7518,multiple myeloma,C0026764,0.65,
7520,multiple myeloma,C0026764,0.65,
3552,multiple myeloma,C0026764,0.65,
3315,multiple myeloma,C0026764,0.65,
6678,multiple myeloma,C0026764,0.65,
3077,multiple myeloma,C0026764,0.65,
3394,multiple myeloma,C0026764,0.65,
4548,multiple myeloma,C0026764,0.65,
1543,multiple myeloma,C0026764,0.65,
406979,multiple myeloma,C0026764,0.65,
4210,multiple myeloma,C0026764,0.65,
54790,multiple myeloma,C0026764,0.65,
56339,multiple myeloma,C0026764,0.65,
5781,multiple myeloma,C0026764,0.65,
9612,multiple myeloma,C0026764,0.6,
2068,multiple myeloma,C0026764,0.6,
10849,multiple myeloma,C0026764,0.6,
1540,multiple myeloma,C0026764,0.6,
5196,multiple myeloma,C0026764,0.6,
1788,multiple myeloma,C0026764,0.6,
